text,Sport specific mention,Equal opportunities / good opportunities in general,Physical contact/Masculine,Earnings related,Popularity and impact,Equal representation,Inclusive sport participation,Gender Equality,Women in Sports,Female representation,Discrimination themes,Media visibility / awareness,Other,Country,Gender,Most inclusive Sport,Age,Least inclusive Sport,ResponseId
Many women but also many men,,,,,,,,,,1,,,,Spain,Man,Gymnastics,35-44,Golf,155655887
I feel there is equal coverage and opportunity,,1,,,,,,1,,,,,,UK,Woman,Gymnastics,25-34,Golf,155655891
It is the most widespread,,,,,,,,,,,,,1,Spain,Man,Football,25-34,Volleyball,155655896
Because women's tennis can be as entertaining as men's tennis and women's tennis adds a glamour aspect to the sport,1,,,,,,,,,,,,,UK,Man,Tennis,45-54,Rugby,155655902
They have been giving visibility to women for more years,,,,,,,,,,1,,,,Spain,Man,Tennis,35-44,Rugby,155655905
Men and women have always been shown in equal parts,,,,,,,,1,,,,,,Germany,Woman,Tennis,35-44,Rugby,155655908
Because historically women have dominated it.,,,,,,,,,,1,,,,Spain,Man,Gymnastics,55-65,Rugby,155655910
Just because,,,,,,,,,,,,,1,Spain,Woman,Football,35-44,Athletics,155655911
Also available for ladies,,,,,,,,,,,,,1,Sweden,Woman,Football,55-65,Cycling,155655912
It is an individual sport,,,,,,,,,,,,,1,Sweden,Man,Cycling,45-54,Football,155655930
It is given a lot of publicity,,,,,,,,,,,,,1,Spain,Man,Football,25-34,Tennis,155655950
"Included in price galas and etc., individual prices.",,,,,,,,,,,,,1,Sweden,Man,Football,18-24,Cycling,155655959
Work has been done on it,,,,,,,,,,,,,1,Spain,Man,Tennis,55-65,Golf,155655969
It seems to actually have more women than men,,,,,,,,,,1,,,,UK,Woman,Gymnastics,45-54,Rugby,155655977
For the skirt,,,,,,,,,,,,,1,Spain,Man,Tennis,35-44,Volleyball,155655985
Because everyone can play football,1,,,,,,,,,,,,,Sweden,Woman,Football,18-24,Gymnastics,155655998
Because woman are valued,,,,,,,,,,1,,,,UK,Woman,Gymnastics,18-24,Rugby,155656005
One of the most equal,,,,,,,,1,,,,,,Spain,Man,Tennis,35-44,Rugby,155656011
Because both are followed and given equal merit.,,,,,,,,1,,,,,,Spain,Man,Athletics,35-44,Rugby,155656013
Men's and women's disciplines have equal relevance,,,,,,,,1,,,,,,Spain,Man,Gymnastics,45-54,Cycling,155656017
Many both girls and boys like meat,,,,,,1,,,,,,,,Sweden,Man,Volleyball,25-34,Rugby,155656019
Initially female led,,,,,,,,,,1,,,,UK,Woman,Gymnastics,25-34,Rugby,155656048
Because we have male and female national teams,,,,,,,,,,1,,,,UK,Woman,Football,25-34,Cycling,155656057
"in athletics, women compete in all disciplines on an equal footing with men and are rewarded in the same way for their results",,,,,,,,1,,,,,,Poland,Woman,Athletics,55-65,Rugby,155656060
Equal,,,,,,,,1,,,,,,UK,Woman,Athletics,25-34,Rugby,155656068
Mixed doubled,,,,,,,,,,,,,1,UK,Man,Golf,45-54,Basketball,155656072
It’s a big sport,,,,,,,,,,,,,1,UK,Man,Football,45-54,Basketball,155656090
Inclusion and equal representation in both men’s and women’s matches,,,,,,,1,,,,,,,France,Man,Handball,25-34,Football,155656091
BOTH CAN PLAY EASILY,,,,,,1,,,,,,,,UK,Man,Athletics,45-54,Rugby,155656094
Good distribution according to what you see on TV,,,,,,,,,,,,1,,Sweden,Woman,Athletics,35-44,Rugby,155656105
You see same amount if gender,,,,,,,,1,,,,,,UK,Woman,Gymnastics,25-34,Rugby,155656118
Beacuse physically disabled people are able to play,,,1,,,,,,,,,,,UK,Woman,Handball,25-34,Gymnastics,155656125
Serena is considered top.,,,,,,,,,,,,,1,UK,Woman,Tennis,55-65,Athletics,155656144
"since tennis is mostly an individual game, I think this is the most gender inclusive",1,,,,,,1,,,,,,,Sweden,Woman,Tennis,55-65,Rugby,155656172
women are respected for their fair values,,,,,,,,,,1,,,,France,Woman,Handball,35-44,Football,155656186
"No, I think men are better paid",,,,,,,,,,,,,1,Germany,Woman,Football,55-65,Basketball,155656197
It's just a feeling,,,,,,,,,,,,,1,Sweden,Woman,Handball,45-54,Gymnastics,155656216
Women are much more flexible,,,,,,,,,,1,,,,Sweden,Man,Gymnastics,55-65,Rugby,155656220
It's perceived as being mainly a sport for women and girls at a young age,,,,,,,,,,1,,,,UK,Man,Gymnastics,35-44,Golf,155656226
It’s great,,,,,,,,,,,,,1,UK,Woman,Cycling,25-34,Golf,155656244
Most opportunities for women however this comes at great cost to the athletes in terms of health and wellbeing,,1,,,,,,,,,,,,UK,Woman,Gymnastics,25-34,Volleyball,155656269
its the most known sport and has women and men teams,,,,,,,,,,1,,,,UK,Woman,Football,18-24,Cycling,155656281
"Athletic professional sports in many areas include both men's and women's, all genders feel comfortable doing athletic",,,,,,1,,,,,,,,UK,Man,Athletics,25-34,Gymnastics,155656293
There has always been male and female gymnasts for as long as I know of,1,,,,,,,,,,,,,UK,Woman,Gymnastics,45-54,Golf,155656304
because all genders do the aport,,,,,,,,,,,,,1,UK,Man,Athletics,18-24,Gymnastics,155656305
asexual,,,,,,,,,,,,,1,Poland,Man,Basketball,55-65,Football,155656321
Coverage ofThe euros and World CupAnd the publics support and tv shows,,,,,,,,,,,,1,,UK,Woman,Football,55-65,Handball,155656325
Women's World Cup,,,,,,,,,,1,,,,Germany,Man,Football,55-65,Athletics,155656333
Code of conduct,,,,,,,,,,,,,1,UK,Man,Football,45-54,Rugby,155656339
Equal opportunities for participation on a club level,,1,,,,,,1,,,,,,UK,Woman,Athletics,55-65,Golf,155656387
everyone is in,,,,,,,1,,,,,,,Sweden,Woman,Gymnastics,18-24,Golf,155656388
There have been male and female events for decades and now mixed relays are becoming popular,,,,,1,,,,,,,,,UK,Man,Athletics,55-65,Golf,155656408
I think it is a sport for everyone,,,,,,,1,,,,,,,Poland,Woman,Cycling,55-65,Football,155656411
Has women's league,,,,,,,,,,1,,,,UK,Man,Football,35-44,Rugby,155656416
Always see men and women playing together on beach,,,,,,,1,,,,,,,UK,Woman,Volleyball,55-65,Basketball,155656454
Jejejzioejebdjozllz zfjfkzizoozbdnkdidkz,,,,,,,,,,,,,1,France,Woman,Athletics,25-34,Golf,155656494
Women and men sports are shown on tv,,,,,,,,,,,,1,,UK,Woman,Football,18-24,Golf,155656503
The most effort to be egalitarian,,,,,,,,1,,,,,,France,Man,Tennis,25-34,Football,155656534
Because women earn the same as men,,,,,,,,1,,,,,,Poland,Man,Tennis,55-65,Volleyball,155656543
It is one of the most common played sport worldwide and there are players who are female or in the lgtbq+ community already playing,,,,,,,,,,1,,,,UK,Woman,Football,35-44,Handball,155656559
The rewards are similar to men's,,,,,,,,,,,,,1,Poland,Man,Tennis,45-54,Gymnastics,155656597
It favors the players the most,,,,,,,,,,,,,1,Poland,Man,Tennis,55-65,Rugby,155656620
Because strength and skill are important here,,,,,,,,,,,,,1,Germany,Woman,Golf,45-54,Rugby,155656621
Because there is no difference between a woman and a man,,,,,,,,,,,,,1,France,Man,Athletics,18-24,Rugby,155656640
there’s both a female and male team,,,,,,1,,,,,,,,UK,Woman,Football,18-24,Rugby,155656727
Equal numbers of boys and girls,,,,,,,,1,,,,,,Sweden,Woman,Gymnastics,55-65,Rugby,155656751
Because it is not just about gender in general,,,,,,,,,,,,,1,Germany,Man,Handball,25-34,Athletics,155656775
Women run just like men etc.,,,,,,,,,,1,,,,Germany,Woman,Athletics,45-54,Rugby,155656785
Every player has the same rights and privileges,,,,,,,,1,,,,,,Poland,Man,Athletics,55-65,Rugby,155656789
Because you have less contact with each other.,,,,,,,,,,,,,1,Germany,Woman,Cycling,55-65,Football,155656803
Athletic,,,,,,,,,,,,,1,UK,Woman,Athletics,18-24,Gymnastics,155656858
Due to difficulty,,,,,,,,,,,,,1,Germany,Man,Athletics,55-65,Tennis,155656864
Not sure,,,,,,,,,,,,,1,UK,Woman,Tennis,55-65,Cycling,155656900
Anyone of any age can do it,,,,,,,,,,,,,1,UK,Woman,Cycling,18-24,Golf,155656930
Gymnastics is a sport in which body parts are exercised rather evenly,1,,,,,,,,,,,,,Poland,Woman,Gymnastics,55-65,Rugby,155656989
Women are respected in the sport.,,,,,,,,,,1,,,,UK,Woman,Handball,18-24,Golf,155657032
Equal for all,,,,,,,,1,,,,,,Sweden,Woman,Golf,45-54,Rugby,155657054
At least they have started with rainbow flags,,,,,,,,,,,,,1,Sweden,Woman,Football,55-65,Gymnastics,155657076
Because both genders are represented,,,,,,,1,,,,,,,Germany,Woman,Tennis,35-44,Gymnastics,155657102
genders can compete with each other on equal terms,,,,,,,,1,,,,,,Poland,Man,Gymnastics,45-54,Rugby,155657122
because it is physical,,,1,,,,,,,,,,,France,Man,Gymnastics,25-34,Football,155657224
The testosterone,,,,,,,,,,,,,1,Sweden,Woman,Rugby,45-54,Golf,155657257
Women have a lot to offer here,,,,,,,,,,1,,,,Poland,Man,Gymnastics,55-65,Rugby,155657281
For the picture,,,,,,,,,,,,,1,France,Man,Football,25-34,Gymnastics,155657354
"Because all genders are allowed to participate in the Olympic Games, for example, and are not separated or regulated",,,,,,,,,,,,,1,Germany,Man,Athletics,18-24,Football,155657383
Because there are no conditions,,,,,,,,,,,,,1,France,Man,Football,25-34,Golf,155657413
Burdened with stereotypes,,,,,,,,,,,,,1,Poland,Man,Handball,55-65,Golf,155657426
Because tennis women are famous.,1,,,,1,,,,,1,,,,France,Man,Tennis,25-34,Gymnastics,155657440
Because it is open to everyone,,,,,,,1,,,,,,,France,Man,Football,18-24,Gymnastics,155657477
It's a mixed sport,,,,,,,,,,,,,1,France,Man,Golf,25-34,Basketball,155657520
Everyone has equal chances there because there are no unfair teams,,,,,,,,1,,,,,,Germany,Man,Golf,18-24,Football,155657524
Many women,,,,,,,,,,1,,,,Germany,Woman,Athletics,35-44,Rugby,155657615
"Because they have received funding for women’s football leagues meaning more people can watch women’s football, there are also programs for young girls to get involved in football if they want to",1,,,,,,,,,,,,,UK,Man,Football,18-24,Rugby,155657705
Since both women and men get the same amount of attention,,,,,,1,,,,,,,,Germany,Woman,Volleyball,18-24,Basketball,155657720
because both girls and boys have there own team in the premier league and just bc it’s football and they get dirty they still allow both genders to join in and do what they feel what’s best for them,1,,,,,,,,,,,,,UK,Woman,Football,18-24,Gymnastics,155657767
There is no gender differentiation here.,,,,,,,,,,,,,1,Poland,Woman,Golf,55-65,Athletics,155657898
"As I remember, men and women participated",,,,,,,,,,1,,,,Poland,Man,Athletics,55-65,Golf,155657907
It is practiced by both sexes,,,,,,1,,,,,,,,Poland,Woman,Gymnastics,55-65,Golf,155657956
Because she is feminine,,,,,,,,,,,,,1,Poland,Man,Volleyball,55-65,Rugby,155657960
Lots of women take part,,,,,,,,,,1,,,,Poland,Man,Gymnastics,55-65,Golf,155657995
Everyone can do it,,,,,,,1,,,,,,,UK,Woman,Football,18-24,Tennis,155658007
is not dependent on gender predispositions,,,,,,,,,,,,,1,Poland,Woman,Tennis,35-44,Rugby,155658274
There are a lot of advertisements for famous men's and women's tennis players.,1,,,,1,,,,,,,1,,Poland,Man,Tennis,55-65,Football,155658377
is becoming more and more,,,,,,,,,,,,,1,Germany,Woman,Football,55-65,Handball,155658442
from observing competitions,,,,,,,,,,,,,1,Poland,Man,Athletics,55-65,Rugby,155658574
To be seen every day,,,,,,,,,,,,,1,Germany,Man,Football,55-65,Rugby,155658634
The basketball league for women is developed and has professionals,,,,,,,,,,1,,,,Sweden,Man,Basketball,45-54,Rugby,155658868
there is equality between the sexes,,,,,,,,1,,,,,,Poland,Man,Gymnastics,55-65,Golf,155658880
"I like to look at young, fit girls, preferably topless",,,,,,,,,,,,,1,Poland,Woman,Gymnastics,25-34,Volleyball,155658954
Agrees with the definition,,,,,,,,,,,,,1,Poland,Man,Volleyball,55-65,Rugby,155659208
"As a layman, I see the focus here on posture regardless of gender",,,,,,,,,,,,,1,Germany,Woman,Gymnastics,35-44,Football,155659238
Mixed has been around forever,,,,,,,,,,,,,1,Germany,Man,Tennis,55-65,Volleyball,155659389
"I found the other sports even more unfair than this one, especially because I know the salary differences between men and women there",,,,,,,,,,1,,,,Germany,Woman,Gymnastics,25-34,Rugby,155659474
the easiest way is to introduce the participation of each gender in one and the same professions,,,,,,,,1,,,,,,Poland,Man,Golf,55-65,Football,155659510
You just have to be able to throw and catch,,,,,,,,,,,,,1,Germany,Woman,Handball,25-34,Rugby,155659530
The prize money is about the same for both.,,,,1,,,,,,,,,,Germany,I identify in another way,Tennis,55-65,Gymnastics,155659715
Because it connects black and white stars very closely,,,,,,,,,,,,,1,Germany,Man,Basketball,35-44,Football,155660432
because there is women's and men's football,1,,,,,,,,,,,,,Germany,Woman,Football,55-65,Rugby,155660698
All genders can compete regardless of who they are,,,,,,,,,,,,,1,UK,Man,Gymnastics,55-65,Cycling,155660994
More to the sport,,,,,,,,,,,,,1,UK,Woman,Athletics,18-24,Basketball,155661029
I feel it’s often a mixed gender sport,,,,,,,,,,,,,1,UK,Man,Volleyball,45-54,Golf,155661034
Because men and women play,,,,,,,,,,1,,,,UK,Woman,Football,55-65,Handball,155661084
Lot of ladies soccer now,,,,,,,,,,1,,,,UK,Man,Football,45-54,Golf,155661096
Males ride in female races.,,,,,,,,,,1,,,,UK,Woman,Cycling,55-65,Football,155661097
tv has always shown womens tennis as well as mens in championships such as Wimbledon,1,,,,,,,,,,,1,,UK,Woman,Tennis,55-65,Basketball,155661150
Depends on strength,,,,,,,,,,,,,1,UK,Man,Football,18-24,Rugby,155661156
Because it has always been men and women sport,,,,,,,,,,1,,,,UK,Man,Tennis,45-54,Rugby,155661212
It has been one of the first sports for years and see that women being flexible is a sport that shows their strength,1,,,,,,,,,,,,,UK,Woman,Gymnastics,45-54,Rugby,155661234
Both genders are able to play and compete in same tournaments but not against each ither,,,,,,1,,,,,,,,UK,Man,Tennis,45-54,Gymnastics,155661244
Because sometimes it is very exciting,,,,,1,,,,,,,,,Germany,Woman,Football,25-34,Basketball,155661366
Both the same,,,,,,1,,,,,,,,Germany,Woman,Basketball,35-44,Golf,155661374
Equal sport,,,,,,,,1,,,,,,Sweden,Man,Athletics,45-54,Rugby,155662195
"Women's football has caught up a lot, not so familiar with other sports",1,,,,,,,,,,,,,Germany,Woman,Football,55-65,Rugby,155662470
Is women's football,1,,,,,,,,,,,,,Germany,Woman,Football,35-44,Rugby,155662489
It is played by both women and men at a large extent,,,,,,,,,,1,,,,UK,Woman,Tennis,45-54,Rugby,155662539
Because gymnastics is taught in primary school,1,,,,,,,,,,,,,UK,Woman,Gymnastics,55-65,Rugby,155662724
Equal acess to genderd,,,,,,,,1,,,,,,UK,Man,Gymnastics,55-65,Basketball,155663200
"Equal time in the media,",,,,,,,,,,,,1,,Sweden,Man,Athletics,45-54,Rugby,155663806
It all depends on performance,,,,,,,,,,,,,1,Germany,Man,Athletics,55-65,Rugby,155665383
Just as much publicity,,,,,,,,,,,,,1,Sweden,Man,Golf,55-65,Gymnastics,155666767
Best,,,,,,,,,,,,,1,Germany,Man,Football,25-34,Gymnastics,155667044
Feels like it's more even,,,,,,,,,,,,,1,Sweden,Man,Athletics,55-65,Rugby,155667789
I don't think it matters that much at all in athletics,,,,,,,,,,,,,1,Sweden,Man,Athletics,55-65,Rugby,155668289
How the gap between men and women is shrinking,,,,,,,,,,1,,,,Germany,Man,Football,55-65,Cycling,155668642
Equalized prize money and attention,,,,1,,,,,,,,,,Sweden,Man,Athletics,25-34,Rugby,155670206
Have watched sporting events,,,,,,,,,,,,,1,Sweden,Woman,Athletics,45-54,Handball,155670291
the better one wins,,,,,,,,,,,,,1,Poland,Man,Athletics,55-65,Golf,155670315
A sport for everyone,,,,,,,1,,,,,,,Sweden,Woman,Football,45-54,Rugby,155670373
Diverse participants,,,,,,,,,,,,,1,UK,Woman,Tennis,45-54,Handball,155670374
Many men and women participate,,,,,,,,,,1,,,,Sweden,Woman,Gymnastics,45-54,Rugby,155670380
There's both male and female football association,1,,,,,,,,,,,,,UK,Man,Football,18-24,Rugby,155670397
Feels like that,,,,,,,,,,,,,1,Sweden,Man,Athletics,25-34,Rugby,155670398
Do not really know,,,,,,,,,,,,,1,Sweden,Woman,Rugby,25-34,Cycling,155670399
"No special physical strength is required, what matters is skills and charm",,,1,,,,,,,,,,,Poland,Woman,Gymnastics,55-65,Rugby,155670421
It is equal,,,,,,,,1,,,,,,Sweden,Woman,Athletics,25-34,Rugby,155670476
"There are many, both female and male tennis players who are very talented",1,,,,,,,,,,,,,Sweden,Woman,Tennis,55-65,Rugby,155670517
Not necessarily,,,,,,,,,,,,,1,France,Man,Football,45-54,Basketball,155670548
Personally in my life I have seen more men in a woman's sport than all other sports.,,,,,,,,,,,,,1,France,Woman,Gymnastics,45-54,Rugby,155670559
All genders are accepted,,,,,,,,,,,,,1,France,Woman,Gymnastics,25-34,Athletics,155670560
Because it’s above all agility,,,,,,,,,,,,,1,France,Man,Gymnastics,35-44,Rugby,155670567
Due to the fact that gymnastics classes are only for women in schools,1,,,,,,,,,1,,,,Germany,Man,Gymnastics,25-34,Rugby,155670570
For everyone,,,,,,,1,,,,,,,France,Woman,Cycling,35-44,Gymnastics,155670575
Individual sport which has the same attractions,,,,,,,,1,,,,,,France,Man,Golf,45-54,Football,155670612
It just feels that way,,,,,,,,,,,,,1,Sweden,Woman,Gymnastics,45-54,Rugby,155670615
"much more visibility in the media for sporting events, but also within the media with female journalists or former sportswomen who have become media consultants",,,,,,,,,,,,1,,France,Woman,Football,45-54,Rugby,155670630
I think,,,,,,,,,,,,,1,France,Woman,Football,18-24,Athletics,155670633
Lots of different sports to participate in,,,,,,,,,,,,,1,Sweden,Woman,Athletics,55-65,Rugby,155670656
Soccer,,,,,,,,,,,,,1,France,Woman,Volleyball,45-54,Golf,155670659
It's a little,,,,,,,,,,,,,1,France,Woman,Athletics,45-54,Football,155670661
