text,Masculine-centric / Brutal sport,Male dominated sport,Personal impression/Intuition,Lack of familiarity,Underrepresentation of Women,Wage Inequality,Sexist or sexualised,Media visibility / lack of awareness,Gender disparities,Other,Country,Gender,Most inclusive Sport,Age,Least inclusive Sport,ResponseId
I can't imagine any women in rugby,,,,,,,,,1,,Germany,Man,Gymnastics,45-54,Rugby,155655654
Women's football is not highlighted enough compared to men's football.,,1,,,,,,,1,,France,Woman,Handball,25-34,Football,155655664
Not a frontline spoet,,,,,,,,,,1,UK,Man,Gymnastics,55-65,Handball,155655680
more to do with women,,,,,,,,,,1,UK,Man,Golf,25-34,Handball,155655687
very masculine,1,,,,,,,,,,Spain,Man,Football,35-44,Rugby,155655689
it is violent,,,,,,,,,,,UK,Woman,Tennis,18-24,Rugby,155655708
because it is not promoted nor do I know any professional cyclist,,,,1,,,,,,,Spain,Man,Tennis,35-44,Cycling,155655725
Because it required tall ans women are mostly short,,,,,,,,,,1,UK,Man,Rugby,25-34,Basketball,155655747
Usually dominated by men,,1,,,,,,,,,UK,Woman,Gymnastics,25-34,Golf,155655755
differences in salary,,,,,,1,,,,,Germany,I identify in another way,Gymnastics,25-34,Football,155655756
There is a lot of difference between men and women in this sport.,,,,,,,,,,,Spain,Man,Tennis,25-34,Cycling,155655761
it’s seat isn’t comfy for boys,,,,,,,,,,1,UK,Woman,Football,18-24,Cycling,155655779
Because men and women do not play on the team at the same time,,,,,,,,,,1,Germany,Woman,Football,55-65,Rugby,155655834
Because there are not many women practicing it,,1,,,1,,,,,,Spain,Man,Tennis,35-44,Rugby,155655838
"Although women’s football is on the rise, many still ridicule women playing professionally and the wages / pay are much lower than men’s",,,,,,1,,,1,,UK,Woman,Volleyball,18-24,Football,155655839
I've never seen women in basketball,,,,,1,,,1,,,UK,Woman,Golf,25-34,Basketball,155655846
By discarding others,,,,,,,,,,1,Spain,Man,Tennis,35-44,Rugby,155655849
I am not aware of any inclusive teams,,,,,,,,,,1,UK,Man,Gymnastics,45-54,Rugby,155655855
You don’t see women players on tv very often. I couldn’t tell you the name of any female golfers,,,,,,,,1,1,,UK,Woman,Football,25-34,Golf,155655868
The difference in media attention and salaries between genders is huge.,,,,,,1,,1,,,Spain,Man,Athletics,45-54,Football,155655872
Equality good,,,,,,,,,,1,Sweden,Man,Cycling,18-24,Tennis,155655873
Mainly because women are not tall enough but that can apply to men too,,,,,,,,,,1,UK,Woman,Athletics,45-54,Basketball,155655881
I have never seen a female golfer,,,,,,,,1,1,,Spain,Man,Gymnastics,35-44,Golf,155655887
To me it is a more male centred sport- I couldn’t name a single female golfer,,,,,,,,,1,,UK,Woman,Gymnastics,25-34,Golf,155655891
Sexist,,,,,,,1,,,,Spain,Man,Volleyball,45-54,Football,155655892
You can't really play rugby and keep your femininity,,,,,,,,,1,,UK,Man,Tennis,45-54,Rugby,155655902
It seems much more sexist to me and very focused on the male physique.,,,,,,,1,1,,,Spain,Man,Tennis,35-44,Rugby,155655905
Never heard of a women's team,,,,,,,,1,,,Germany,Woman,Tennis,35-44,Rugby,155655908
Because he is very aggressive and rude,,,,,,,,,,,Spain,Man,Gymnastics,55-65,Rugby,155655910
Team sports tend to be more conservative,,,,,,,,,,,Sweden,Man,Cycling,45-54,Football,155655930
Women's tennis is not seen,,,,,,,,1,,,Spain,Man,Football,25-34,Tennis,155655950
Is for men,,,,,,,,,,,Spain,Man,Tennis,55-65,Golf,155655969
Seems to be,,,,,,,,,,,UK,Woman,Gymnastics,45-54,Rugby,155655977
You can see many marked cracks,,,,,,,,,,1,Spain,Man,Tennis,35-44,Volleyball,155655985
I do not know,,,,1,,,,,,,Sweden,Woman,Football,18-24,Gymnastics,155655998
Women don’t have much space in the sport,,,,,,,,,,1,UK,Woman,Gymnastics,18-24,Rugby,155656005
"Yes, because of the physical",,,,,,,,,,,Spain,Man,Tennis,35-44,Rugby,155656011
Because women's rugby is never talked about,,,,,,,,,1,,Spain,Man,Athletics,35-44,Rugby,155656013
Most men's events do not have their female counterparts.,,1,,,,,,,,,Spain,Man,Gymnastics,45-54,Cycling,155656017
Feels manly hard,1,,,,,,,,,,Sweden,Man,Volleyball,25-34,Rugby,155656019
Because I have not really seen female cycling games,,,,,,,,1,,,UK,Woman,Football,25-34,Cycling,155656057
"It is a typical contact sport, women rarely practice this discipline",1,,,,,,,,,,Poland,Woman,Athletics,55-65,Rugby,155656060
Different teams,,,,,,,,,,1,UK,Woman,Athletics,25-34,Rugby,155656068
Women poorly represented and poorly viewed by supporters,,,,,,,,,,1,France,Man,Handball,25-34,Football,155656091
NEEDS LOT OF POWER AND IS ROUGH GAME,,,,,,,,,,1,UK,Man,Athletics,45-54,Rugby,155656094
Doesn't look very feminine.,1,,,,,,,,,,Sweden,Woman,Athletics,35-44,Rugby,155656105
Identify it with men,,,,,,,,,,,UK,Woman,Gymnastics,25-34,Rugby,155656118
Necause phusically disabled people are not able to do this,,,,,,,,,,1,UK,Woman,Handball,25-34,Gymnastics,155656125
"A male can easily beat a woman running, more strength.",,,,,,,,,,1,UK,Woman,Tennis,55-65,Athletics,155656144
never seen a woman play rugby,,,,,,,,1,1,,Sweden,Woman,Tennis,55-65,Rugby,155656172
this sport is particularly gendered,,,,,,,,,,1,France,Woman,Handball,35-44,Football,155656186
There are predominantly women in the sport,,1,,,,,,,,1,Sweden,Woman,Handball,45-54,Gymnastics,155656216
It is a very tough sport,1,,,,,,,,,,Sweden,Man,Gymnastics,55-65,Rugby,155656220
Historical stereotypes and men only clubs,,,,,,,,,,,UK,Man,Gymnastics,35-44,Golf,155656226
Could harm,,,,,,,,,,1,UK,Woman,Cycling,25-34,Golf,155656244
Too tough sport,1,,,,,,,,,,Sweden,Woman,Tennis,55-65,Rugby,155656257
This is too dominated by men,,1,,,,,,,,,Germany,Man,Football,35-44,Golf,155656258
Not aware of male volleyball,,,,,,,,,,,UK,Woman,Gymnastics,25-34,Volleyball,155656269
Gymnastics professional sounds more professional than women's because men's were created to be strong and masculine individuals compared to women's,1,,,,,,,,,,UK,Man,Athletics,25-34,Gymnastics,155656293
The competitions seem to be either all male or all female never mixed,,,,,,,,1,,,UK,Woman,Gymnastics,45-54,Golf,155656304
because men are afraid to look like a women (be feminine),,,,,,,,,,1,UK,Man,Athletics,18-24,Gymnastics,155656305
Never see women golder,,,,,,,,1,,,UK,Woman,Gymnastics,25-34,Golf,155656317
Because I’ve never heard of women playing it,,,,,,,,1,,,UK,Woman,Football,55-65,Handball,155656325
sex,,,,,,,,,,1,Germany,Man,Football,55-65,Athletics,155656333
Inclusion,,,,,,,,,,1,UK,Man,Football,45-54,Rugby,155656339
Male dominated with some clubs and societies not admitting women,,1,,,,,,,,,UK,Woman,Athletics,55-65,Golf,155656387
mostly guys drive,,,,,,,,,,,Sweden,Woman,Gymnastics,18-24,Golf,155656388
I remember that some male golfers were rather dismissive of female golfers,,,,1,,,,,1,,UK,Man,Athletics,55-65,Golf,155656408
There are definitely more men's teams,,1,,,,,,,,,Poland,Woman,Cycling,55-65,Football,155656411
We never talk about women's rugby,,,,,,,,,1,,France,Man,Athletics,25-34,Rugby,155656413
Not much women,,,,,1,,,,,,UK,Man,Football,35-44,Rugby,155656416
Don’t see many women playing rugby,,1,,,1,,,1,1,,UK,Woman,Basketball,45-54,Rugby,155656436
Cos women play netball,,,,,,,,,,1,UK,Woman,Volleyball,55-65,Basketball,155656454
No women represented in golf,,,,,,,1,,,,UK,Woman,Football,18-24,Golf,155656503
No effort to develop women's football,,,,,,,,,1,,France,Man,Tennis,25-34,Football,155656534
Because women are paid much worse,,,,,,1,,,,,Poland,Man,Tennis,55-65,Volleyball,155656543
Not familiar with handball and current players,,,,1,,,,,,,UK,Woman,Football,35-44,Handball,155656559
A sport that relies heavily on strength often attracts fewer spectators among women and is therefore less promoted,1,1,,,,,,,,,Germany,Woman,Golf,45-54,Rugby,155656621
Because most of the practitioners are men,,,,,,,,,,,France,Man,Athletics,18-24,Rugby,155656640
i’ve never really seen a women’s rugby league,,,,,,,,1,1,,UK,Woman,Football,18-24,Rugby,155656727
Football,,,,,,,,,1,,Germany,Woman,Cycling,18-24,Tennis,155656742
Men have a big advantage due to more strength and muscles,,,,,,,,,,,Germany,Man,Handball,25-34,Athletics,155656775
"Hard sport with many injuries, not everything has to be done at any cost, little protective equipment available",1,,,,,,,,,,Germany,Woman,Athletics,45-54,Rugby,155656785
"It is a typically masculine, brutal sport",1,,,,,,,,,,Poland,Man,Athletics,55-65,Rugby,155656789
Too close contact,1,,,,,,,,,,Germany,Woman,Cycling,55-65,Football,155656803
Everyone has their field,,,,,,,,,,1,Germany,Man,Athletics,55-65,Tennis,155656864
Anyone of any age can do it,,,,,,,,,,1,UK,Woman,Cycling,18-24,Golf,155656930
I only tend to see men playing the sport.,,,,,,,,1,,,UK,Woman,Handball,18-24,Golf,155657032
Typical man sport,,,,,,,,,,,Sweden,Woman,Golf,45-54,Rugby,155657054
Never heard of anything about it,,,,,,,,1,,,Sweden,Woman,Football,55-65,Gymnastics,155657076
Is a sport that is mostly done by women and often involves men,,,,,,,,,,,Germany,Woman,Tennis,35-44,Gymnastics,155657102
the predominance of men is significant,,1,,,,,,,,,Poland,Man,Gymnastics,45-54,Rugby,155657122
Because of the strength,,,,,,,,,,,Germany,Man,Football,55-65,Rugby,155657136
Most men who participate,,,,,,,,,,,Sweden,Woman,Volleyball,55-65,Rugby,155657174
because the boys,,,,,,,,,,,France,Man,Gymnastics,25-34,Football,155657224
Same rules,,,,,,,,,,1,Sweden,Woman,Rugby,45-54,Golf,155657257
A typically male sport,,,,,,,,,,,Poland,Man,Gymnastics,55-65,Rugby,155657281
Less known,,,,1,,,,,,,France,Man,Football,25-34,Gymnastics,155657354
Because there are more men than women,,,,,,,,,,,France,Man,Football,25-34,Golf,155657413
Closed to women,,,,,,,,,,,Poland,Man,Handball,55-65,Golf,155657426
Because it is known,,,,1,,,,,,,France,Man,Tennis,25-34,Gymnastics,155657440
I do not like,,,,,,,,,,1,France,Man,Football,18-24,Gymnastics,155657477
because only men play,,1,,,,,,,,,Poland,Woman,Handball,55-65,Rugby,155657517
You have to be big,,,,,,,,,,,France,Man,Golf,25-34,Basketball,155657520
There are too unfair body differences,,,,,,,,,,1,Germany,Man,Golf,18-24,Football,155657524
Everyone drives the same,,,,,,,,,,1,Germany,Woman,Tennis,35-44,Cycling,155657610
Many men,,1,,,,,,,,,Germany,Woman,Athletics,35-44,Rugby,155657615
Because of stereotypes around rugby players being macho,1,,,,,,,,1,,UK,Man,Football,18-24,Rugby,155657705
Since the media mostly only focuses on men and sport is almost exclusively about them,,,,,,,,1,,,Germany,Woman,Volleyball,18-24,Basketball,155657720
a very strong sport with a lot of violence,,,,,,,,,,1,Poland,Man,Tennis,55-65,Rugby,155657754
people see it as a girls and women sport and it’s over judged by a lot of people,,,,,,,,1,,,UK,Woman,Football,18-24,Gymnastics,155657767
Men have more predispositions and opportunities to practice this sport,,,,,,,,,,,Poland,Woman,Golf,55-65,Athletics,155657898
I rarely see a women's golf broadcast,,,,,,,,1,1,,Poland,Man,Athletics,55-65,Golf,155657907
mainly for men,,,,,,,,,,,Poland,Woman,Gymnastics,55-65,Golf,155657956
Because it's a brutal sport,1,,,,,,,,,,Poland,Man,Volleyball,55-65,Rugby,155657960
I don't know the woman,,,,1,,,,,,,Poland,Man,Gymnastics,55-65,Golf,155657995
Really only see men do it,,,,,,,,1,,,UK,Woman,Football,18-24,Tennis,155658007
there are no women's teams,,1,,,,,,,,,Poland,Woman,Tennis,35-44,Rugby,155658274
This sport is somewhat dangerous. Especially for women.,1,,,,,,,,,,Poland,Man,Tennis,55-65,Football,155658377
Typical men's,,,,,,,,,,,Poland,Man,Tennis,55-65,Golf,155658378
I agree,,,,,,,,,,1,Germany,Woman,Football,55-65,Handball,155658442
same as before,,,,,,,,,,1,Poland,Man,Athletics,55-65,Rugby,155658574
Too hard and not welcome,,,,,,,,,,,Germany,Man,Football,55-65,Rugby,155658634
Traditional male-dominated sport due to its physical exercises,1,1,,,,,,,,,Sweden,Man,Basketball,45-54,Rugby,155658868
because golf is mostly played by men,,,,,,,,,1,,Poland,Man,Gymnastics,55-65,Golf,155658880
"I don't like this discipline, it's definitely too boring for me",,,,,,,,,,,Poland,Woman,Gymnastics,25-34,Volleyball,155658954
Sport is brutal,1,,,,,,,,,,Poland,Man,Volleyball,55-65,Rugby,155659208
"Teams with only 2 genders, and many professional athletes are still afraid to come out. Here, fans and society in particular still want heterosexuality in men to be the norm. Women's football has only been on the rise in recent years, but the female players are underpaid compared to their male colleagues",,,,,,1,1,,1,,Germany,Woman,Gymnastics,35-44,Football,155659238
Doping,,,,,,,,,,1,Germany,Man,Gymnastics,55-65,Cycling,155659390
Never seen women in rugby,,,,,,,,1,1,,Germany,Woman,Gymnastics,25-34,Rugby,155659474
"professional football is no longer a sport but a business focused on generating profits, which is why it is most difficult to achieve equality changes there",,,,,,,,,1,,Poland,Man,Golf,55-65,Football,155659510
Too hard for women,,,,,1,,,,,,Germany,Woman,Handball,25-34,Rugby,155659530
Rugby is very hard,,,,,,,,,1,,Germany,Man,Cycling,45-54,Rugby,155659705
It is poorly paid and is predominantly run by women.,,,,,,1,,,,1,Germany,I identify in another way,Tennis,55-65,Gymnastics,155659715
Football because a lot of racist things happen here,,,,,,,,,1,,Germany,Man,Basketball,35-44,Football,155660432
I have never seen women play rugby.,,,,,,,,1,1,,Germany,Woman,Football,55-65,Rugby,155660698
"Lesbian women in women's football are OK. But among the men, there is not a single one who admits to being gay",,,,,,,,,1,1,Germany,Woman,Golf,25-34,Football,155660865
Never see any women games advertised,,,,,,,,1,,,UK,Woman,Athletics,18-24,Basketball,155661029
I don’t think they do mixed games,,,,,,,,,,1,UK,Man,Volleyball,45-54,Golf,155661034
Sexes are seperate,,,,,,,,,,1,UK,Woman,Cycling,55-65,Football,155661097
I do not think that I have ever seen womens basketball on tv,,,,,,,,1,,,UK,Woman,Tennis,55-65,Basketball,155661150
Strength,,,,,,,,,,1,UK,Man,Football,18-24,Rugby,155661156
Because only recently women have been allowed to play rugby,,1,,,,,,,1,,UK,Man,Tennis,45-54,Rugby,155661212
It’s such a rough sport that I don’t think it’s totally a sport for women,,,,,,,,,,,UK,Woman,Gymnastics,45-54,Rugby,155661234
It is the sterotypical view that gymnastics is exclusive to the female gender,,,,,,,,,,1,UK,Man,Tennis,45-54,Gymnastics,155661244
Because it's about challenge,,,,,,,,,,1,Germany,Woman,Football,25-34,Basketball,155661366
Only men are seen,,1,,,,,,1,,,Germany,Woman,Basketball,35-44,Golf,155661374
Hard sport,,,,,,,,,,,Sweden,Man,Gymnastics,55-65,Rugby,155661788
You hardly hear anything about women’s golf,,,,,,,,1,1,,Germany,Woman,Athletics,35-44,Golf,155662068
Only seen men in that sport,,,,,,,,1,,,Sweden,Man,Athletics,45-54,Rugby,155662195
Men's sports,1,,,,,,,,,,Germany,Woman,Basketball,55-65,Golf,155662444
Feels mostly male domain but I'm not that involved,,,,,,,,,,,Germany,Woman,Football,55-65,Rugby,155662470
More men,,,,,,,,,,,Germany,Woman,Football,35-44,Rugby,155662489
"Played only by men, as I know",,,,1,,,,,,,UK,Woman,Tennis,45-54,Rugby,155662539
Because rugby has a stereotype,,,,,,,,,1,,UK,Woman,Gymnastics,55-65,Rugby,155662724
Only know men's sports,1,1,,1,,,,,,,Germany,Woman,Gymnastics,25-34,Rugby,155663086
Not aware pf female participation,,,,,,,,,,,UK,Man,Gymnastics,55-65,Basketball,155663200
I've never heard of women's rugby,,,,,,,,1,1,,Germany,Man,Athletics,55-65,Rugby,155665383
Only girls care,,,,,,,,,,1,Sweden,Man,Golf,55-65,Gymnastics,155666767
Bad,,,,,,,,,,1,Germany,Man,Football,25-34,Gymnastics,155667044
Don't just know it's a battleground,,,,1,,,,,,,Sweden,Man,Athletics,55-65,Rugby,155668289
No knowledge but gut feeling,,,,1,,,,,,,Sweden,Man,Athletics,25-34,Rugby,155670206
Know very little about that sport,,,,1,,,,,,,Sweden,Woman,Athletics,45-54,Handball,155670291
men's sport,1,,,,,,,,,,Poland,Man,Athletics,55-65,Golf,155670315
Traditionally most guys,,,,,,,,,,,Sweden,Woman,Football,45-54,Rugby,155670373
I know nothing about it,,,,1,,,,,,,UK,Woman,Tennis,45-54,Handball,155670374
Feels interdict a prio among women,,,,,,,,,,1,Sweden,Woman,Gymnastics,45-54,Rugby,155670380
I've rarely seen femal participate in it,,,,,,,,1,,,UK,Man,Football,18-24,Rugby,155670397
Because it is perceived that way,,,,,,,,,,,Sweden,Man,Athletics,25-34,Rugby,155670398
Because,,,,,,,,,,1,Sweden,Woman,Rugby,25-34,Cycling,155670399
"Aggressive sport, I think that women and men do not represent the same level of stamina and strength due to their gender characteristics",,,1,,,,,,,,Poland,Woman,Gymnastics,55-65,Rugby,155670421
Don't know much about the sport,,,,1,,,,,,,Sweden,Woman,Athletics,25-34,Rugby,155670476
I've never heard of female rugby players,,,,,,,,1,1,,Sweden,Woman,Tennis,55-65,Rugby,155670517
No,,,,,,,,,,1,France,Man,Football,45-54,Basketball,155670548
Because it’s a fairly physical sport and I don’t see women doing this kind of sport.,1,,,,,,,,,,France,Woman,Gymnastics,45-54,Rugby,155670559
